date,x
11/03/2021,1.12
12/03/2021,1.1
13/03/2021,1.05
14/03/2021,1.04
15/03/2021,1.09
16/03/2021,1.09
17/03/2021,1.24
18/03/2021,1.24
19/03/2021,1.24
20/03/2021,1.24
21/03/2021,1.24
22/03/2021,1.24
23/03/2021,1.24
24/03/2021,1.24
25/03/2021,1.24
26/03/2021,1.24
27/03/2021,1.24
28/03/2021,1.24
29/03/2021,1.24
30/03/2021,1.24
31/03/2021,1.24
01/04/2021,1.24
02/04/2021,1.24
03/04/2021,1.24
04/04/2021,1.24
05/04/2021,1.24
06/04/2021,1.24
07/04/2021,1.24
08/04/2021,1.24
09/04/2021,1.24
10/04/2021,1.24
11/04/2021,1.24
12/04/2021,1.24
13/04/2021,1.24
14/04/2021,1.24
15/04/2021,1.24
16/04/2021,1.24
17/04/2021,1.24
18/04/2021,1.24
19/04/2021,1.24
20/04/2021,1.24
21/04/2021,1.24
22/04/2021,1.24
23/04/2021,1.24
24/04/2021,1.24
25/04/2021,1.24
26/04/2021,1.24
27/04/2021,1.24
28/04/2021,1.24
29/04/2021,1.24
30/04/2021,1.24
